sentence_id,token_id,token,tag
34,6,cold,B-DISASTER
34,7,snap,I-DISASTER
34,8,forced,O
34,9,market,B-CASUALTY
34,10,vendors,I-CASUALTY
34,11,injured,I-CASUALTY
34,12,from,O
34,13,homes,O
34,14,near,O
34,15,the,O
34,16,temporary,B-INFRASTRUCTURE
34,17,bridge,I-INFRASTRUCTURE
34,18,.,O
35,0,In,O
35,1,Cebu,B-LOCATION
35,2,",",O
35,3,crews,O
35,4,requested,O
35,5,sleeping,B-AID_RESOURCE
35,6,mats,I-AID_RESOURCE
35,7,because,O
35,8,the,O
35,9,mobile,B-INFRASTRUCTURE
35,10,tower,I-INFRASTRUCTURE
35,11,failed,O
35,12,during,O
35,13,the,O
35,14,dam,B-DISASTER
35,15,burst,I-DISASTER
35,16,.,O
36,0,The,O
36,1,power,B-INFRASTRUCTURE
36,2,substation,I-INFRASTRUCTURE
36,3,in,O
36,4,Bergen,B-LOCATION
36,5,stayed,O
36,6,closed,O
36,7,while,O
36,8,Water,B-ORG
36,9,Mission,I-ORG
36,10,moved,O
36,11,solar,B-AID_RESOURCE
36,12,lamps,I-AID_RESOURCE
36,13,through,O
36,14,back,O
36,15,roads,O
36,16,.,O
37,0,CARE,B-ORG
37,1,teams,I-ORG
37,2,moved,O
37,3,family,B-AID_RESOURCE
37,4,tents,I-AID_RESOURCE
37,5,to,O
37,6,Kigali,B-LOCATION
37,7,after,O
37,8,the,O
37,9,land,B-DISASTER
37,10,subsidence,I-DISASTER
37,11,damaged,O
37,12,the,O
37,13,ferry,B-INFRASTRUCTURE
37,14,dock,I-INFRASTRUCTURE
37,15,.,O
38,0,The,O
38,1,fuel,B-INFRASTRUCTURE
38,2,depot,I-INFRASTRUCTURE
38,3,in,O
38,4,Reykjavik,B-LOCATION
38,5,stayed,O
38,6,closed,O
38,7,while,O
38,8,Food,B-ORG
38,9,for,I-ORG
38,10,the,I-ORG
38,11,Hungry,I-ORG
38,12,moved,O
38,13,sleeping,B-AID_RESOURCE
38,14,mats,I-AID_RESOURCE
38,15,through,O
38,16,back,O
38,17,roads,O
38,18,.,O
39,0,glacier,B-DISASTER
39,1,flood,I-DISASTER
39,2,pushed,O
39,3,water,O
39,4,into,O
39,5,Kathmandu,B-LOCATION
39,6,",",O
39,7,knocking,O
39,8,out,O
39,9,the,O
39,10,distribution,B-INFRASTRUCTURE
39,11,warehouse,I-INFRASTRUCTURE
39,12,.,O
40,0,A,O
40,1,damaged,O
40,2,fuel,B-INFRASTRUCTURE
40,3,depot,I-INFRASTRUCTURE
40,4,slowed,O
40,5,evacuation,O
40,6,from,O
40,7,Kathmandu,B-LOCATION
40,8,;,O
40,9,Blue,B-ORG
40,10,Shield,I-ORG
40,11,volunteers,I-ORG
40,12,asked,O
40,13,for,O
40,14,oxygen,B-AID_RESOURCE
40,15,tanks,I-AID_RESOURCE
40,16,.,O
41,0,Health,B-ORG
41,1,Bridge,I-ORG
41,2,sent,O
41,3,mosquito,B-AID_RESOURCE
41,4,nets,I-AID_RESOURCE
41,5,to,O
41,6,Arequipa,B-LOCATION
41,7,after,O
41,8,the,O
41,9,heatwave,B-DISASTER
41,10,damaged,O
41,11,the,O
41,12,sewage,B-INFRASTRUCTURE
41,13,pump,I-INFRASTRUCTURE
41,14,.,O
42,0,A,O
42,1,torrential,B-DISASTER
42,2,rain,I-DISASTER
42,3,above,O
42,4,La,B-LOCATION
42,5,Paz,I-LOCATION
42,6,blocked,O
42,7,the,O
42,8,evacuation,B-INFRASTRUCTURE
42,9,road,I-INFRASTRUCTURE
42,10,",",O
42,11,leaving,O
42,12,families,B-CASUALTY
42,13,cut,I-CASUALTY
42,14,off,I-CASUALTY
42,15,.,O
43,0,RescueNet,B-ORG
43,1,warned,O
43,2,that,O
43,3,family,B-AID_RESOURCE
43,4,tents,I-AID_RESOURCE
43,5,were,O
43,6,running,O
43,7,low,O
43,8,in,O
43,9,Medellin,B-LOCATION
43,10,after,O
43,11,the,O
43,12,school,B-INFRASTRUCTURE
43,13,shelter,I-INFRASTRUCTURE
43,14,overflowed,O
43,15,.,O
44,0,Global,B-ORG
44,1,Shelter,I-ORG
44,2,Cluster,I-ORG
44,3,moved,O
44,4,search,B-AID_RESOURCE
44,5,drones,I-AID_RESOURCE
44,6,to,O
44,7,Kigali,B-LOCATION
44,8,after,O
44,9,the,O
44,10,earth,B-DISASTER
44,11,tremor,I-DISASTER
44,12,shut,O
44,13,the,O
44,14,mountain,B-INFRASTRUCTURE
44,15,pass,I-INFRASTRUCTURE
44,16,.,O
45,0,A,O
45,1,damaged,O
45,2,market,B-INFRASTRUCTURE
45,3,hall,I-INFRASTRUCTURE
45,4,slowed,O
45,5,evacuation,O
45,6,from,O
45,7,Kathmandu,B-LOCATION
45,8,;,O
45,9,Telecoms,B-ORG
45,10,Without,I-ORG
45,11,Borders,I-ORG
45,12,asked,O
45,13,for,O
45,14,splints,B-AID_RESOURCE
45,15,.,O
46,0,earth,B-DISASTER
46,1,tremor,I-DISASTER
46,2,pushed,O
46,3,water,O
46,4,into,O
46,5,La,B-LOCATION
46,6,Paz,I-LOCATION
46,7,",",O
46,8,knocking,O
46,9,out,O
46,10,the,O
46,11,community,B-INFRASTRUCTURE
46,12,well,I-INFRASTRUCTURE
46,13,.,O
47,0,Crisis,B-ORG
47,1,Response,I-ORG
47,2,Unit,I-ORG
47,3,mapped,O
47,4,supply,O
47,5,gaps,O
47,6,near,O
47,7,Kampala,B-LOCATION
47,8,",",O
47,9,where,O
47,10,six,B-CASUALTY
47,11,volunteers,I-CASUALTY
47,12,hurt,I-CASUALTY
47,13,were,O
47,14,stranded,O
47,15,by,O
47,16,ice,B-DISASTER
47,17,jam,I-DISASTER
47,18,.,O
48,0,Blue,B-ORG
48,1,Shield,I-ORG
48,2,volunteers,I-ORG
48,3,used,O
48,4,water,B-AID_RESOURCE
48,5,bladders,I-AID_RESOURCE
48,6,to,O
48,7,support,O
48,8,eight,B-CASUALTY
48,9,firefighters,I-CASUALTY
48,10,treated,I-CASUALTY
48,11,after,O
48,12,the,O
48,13,Typhoon,B-DISASTER
48,14,Kaito,I-DISASTER
48,15,isolated,O
48,16,Valparaiso,B-LOCATION
48,17,.,O
49,0,Local,O
49,1,officials,O
49,2,in,O
49,3,Dili,B-LOCATION
49,4,said,O
49,5,the,O
49,6,urban,B-DISASTER
49,7,flash,I-DISASTER
49,8,flood,I-DISASTER
49,9,forced,O
49,10,three,B-CASUALTY
49,11,drivers,I-CASUALTY
49,12,rescued,I-CASUALTY
49,13,from,O
49,14,homes,O
49,15,near,O
49,16,the,O
49,17,mountain,B-INFRASTRUCTURE
49,18,pass,I-INFRASTRUCTURE
49,19,.,O
50,0,glacier,B-DISASTER
50,1,flood,I-DISASTER
50,2,froze,O
50,3,the,O
50,4,market,B-INFRASTRUCTURE
50,5,hall,I-INFRASTRUCTURE
50,6,near,O
50,7,Tbilisi,B-LOCATION
50,8,",",O
50,9,delaying,O
50,10,cash,B-AID_RESOURCE
50,11,vouchers,I-AID_RESOURCE
50,12,from,O
50,13,Islamic,B-ORG
50,14,Relief,I-ORG
50,15,.,O
51,0,A,O
51,1,dam,B-DISASTER
51,2,burst,I-DISASTER
51,3,in,O
51,4,Kathmandu,B-LOCATION
51,5,ruptured,O
51,6,the,O
51,7,temporary,B-INFRASTRUCTURE
51,8,bridge,I-INFRASTRUCTURE
51,9,",",O
51,10,and,O
51,11,three,B-CASUALTY
51,12,drivers,I-CASUALTY
51,13,rescued,I-CASUALTY
51,14,needed,O
51,15,thermal,B-AID_RESOURCE
51,16,blankets,I-AID_RESOURCE
51,17,.,O
52,0,A,O
52,1,chemical,B-DISASTER
52,2,spill,I-DISASTER
52,3,in,O
52,4,Mombasa,B-LOCATION
52,5,ruptured,O
52,6,the,O
52,7,fuel,B-INFRASTRUCTURE
52,8,depot,I-INFRASTRUCTURE
52,9,",",O
52,10,and,O
52,11,two,B-CASUALTY
52,12,nurses,I-CASUALTY
52,13,injured,I-CASUALTY
52,14,needed,O
52,15,hygiene,B-AID_RESOURCE
52,16,kits,I-AID_RESOURCE
52,17,.,O
53,0,Blue,B-ORG
53,1,Shield,I-ORG
53,2,volunteers,I-ORG
53,3,mapped,O
53,4,supply,O
53,5,gaps,O
53,6,near,O
53,7,Kigali,B-LOCATION
53,8,",",O
53,9,where,O
53,10,pregnant,B-CASUALTY
53,11,patients,I-CASUALTY
53,12,relocated,I-CASUALTY
53,13,were,O
53,14,stranded,O
53,15,by,O
53,16,Cyclone,B-DISASTER
53,17,Vira,I-DISASTER
53,18,.,O
54,0,Samaritan,B-ORG
54,1,Aviation,I-ORG
54,2,said,O
54,3,emergency,O
54,4,vehicles,O
54,5,could,O
54,6,not,O
54,7,reach,O
54,8,Paramaribo,B-LOCATION
54,9,after,O
54,10,the,O
54,11,ash,B-DISASTER
54,12,cloud,I-DISASTER
54,13,damaged,O
54,14,the,O
54,15,coastal,B-INFRASTRUCTURE
54,16,pier,I-INFRASTRUCTURE
54,17,.,O
55,0,Global,B-ORG
55,1,Shelter,I-ORG
55,2,Cluster,I-ORG
55,3,said,O
55,4,emergency,O
55,5,vehicles,O
55,6,could,O
55,7,not,O
55,8,reach,O
55,9,Georgetown,B-LOCATION
55,10,after,O
55,11,the,O
55,12,dam,B-DISASTER
55,13,burst,I-DISASTER
55,14,damaged,O
55,15,the,O
55,16,school,B-INFRASTRUCTURE
55,17,shelter,I-INFRASTRUCTURE
55,18,.,O
56,0,After,O
56,1,the,O
56,2,Cyclone,B-DISASTER
56,3,Vira,I-DISASTER
56,4,",",O
56,5,Relief,B-ORG
56,6,International,I-ORG
56,7,opened,O
56,8,a,O
56,9,staging,O
56,10,area,O
56,11,beside,O
56,12,the,O
56,13,coastal,B-INFRASTRUCTURE
56,14,pier,I-INFRASTRUCTURE
56,15,for,O
56,16,eight,B-CASUALTY
56,17,firefighters,I-CASUALTY
56,18,treated,I-CASUALTY
56,19,.,O
57,0,In,O
57,1,Medellin,B-LOCATION
57,2,",",O
57,3,Emergency,B-ORG
57,4,Logistics,I-ORG
57,5,Hub,I-ORG
57,6,reported,O
57,7,many,B-CASUALTY
57,8,households,I-CASUALTY
57,9,displaced,I-CASUALTY
57,10,when,O
57,11,the,O
57,12,grain,B-INFRASTRUCTURE
57,13,silo,I-INFRASTRUCTURE
57,14,failed,O
57,15,.,O
58,0,Crisis,B-ORG
58,1,Response,I-ORG
58,2,Unit,I-ORG
58,3,reported,O
58,4,eight,B-CASUALTY
58,5,firefighters,I-CASUALTY
58,6,treated,I-CASUALTY
58,7,when,O
58,8,the,O
58,9,Cyclone,B-DISASTER
58,10,Vira,I-DISASTER
58,11,hit,O
58,12,the,O
58,13,power,B-INFRASTRUCTURE
58,14,substation,I-INFRASTRUCTURE
58,15,outside,O
58,16,Suva,B-LOCATION
58,17,.,O
59,0,Aviation,B-ORG
59,1,Sans,I-ORG
59,2,Frontieres,I-ORG
59,3,treated,O
59,4,port,B-CASUALTY
59,5,staff,I-CASUALTY
59,6,missing,I-CASUALTY
59,7,after,O
59,8,urban,B-DISASTER
59,9,flash,I-DISASTER
59,10,flood,I-DISASTER
59,11,damaged,O
59,12,the,O
59,13,school,B-INFRASTRUCTURE
59,14,shelter,I-INFRASTRUCTURE
59,15,in,O
59,16,La,B-LOCATION
59,17,Paz,I-LOCATION
59,18,.,O
60,0,chemical,B-DISASTER
60,1,spill,I-DISASTER
60,2,pushed,O
60,3,water,O
60,4,into,O
60,5,Zanzibar,B-LOCATION
60,6,",",O
60,7,knocking,O
60,8,out,O
60,9,the,O
60,10,coastal,B-INFRASTRUCTURE
60,11,pier,I-INFRASTRUCTURE
60,12,.,O
61,0,Before,O
61,1,dawn,O
61,2,",",O
61,3,Typhoon,B-DISASTER
61,4,Kaito,I-DISASTER
61,5,cut,O
61,6,power,O
61,7,in,O
61,8,Thimphu,B-LOCATION
61,9,while,O
61,10,Aviation,B-ORG
61,11,Sans,I-ORG
61,12,Frontieres,I-ORG
61,13,requested,O
61,14,chlorine,B-AID_RESOURCE
61,15,tablets,I-AID_RESOURCE
61,16,.,O
62,0,CARE,B-ORG
62,1,teams,I-ORG
62,2,warned,O
62,3,that,O
62,4,mosquito,B-AID_RESOURCE
62,5,nets,I-AID_RESOURCE
62,6,would,O
62,7,run,O
62,8,out,O
62,9,in,O
62,10,Luanda,B-LOCATION
62,11,if,O
62,12,the,O
62,13,temporary,B-INFRASTRUCTURE
62,14,bridge,I-INFRASTRUCTURE
62,15,remained,O
62,16,broken,O
62,17,.,O
63,0,A,O
63,1,peat,B-DISASTER
63,2,fire,I-DISASTER
63,3,in,O
63,4,Thimphu,B-LOCATION
63,5,ruptured,O
63,6,the,O
63,7,mountain,B-INFRASTRUCTURE
63,8,pass,I-INFRASTRUCTURE
63,9,",",O
63,10,and,O
63,11,140,B-CASUALTY
63,12,people,I-CASUALTY
63,13,displaced,I-CASUALTY
63,14,needed,O
