sentence_id,token_id,token,tag
22,14,Keys,O
22,15,:,O
23,0,ἳ4,O
23,1,἟,O
23,2,5,O
23,3,἟,O
23,4,7,O
23,5,἟,O
23,6,5,O
23,7,἟,O
23,8,7,O
23,9,἟,O
23,10,5,O
23,11,἟,O
23,12,7,O
23,13,Help,O
23,14,Rebuild,O
23,15,Puerto,B-LOCATION
23,16,Rico,I-LOCATION
23,17,',O
23,18,s,O
23,19,Sustainable,O
23,20,Farming,O
23,21,After,O
23,22,Hurricane,B-DISASTER
23,23,Maria,I-DISASTER
23,24,἟,O
23,25,5,O
23,26,἟,O
23,27,7,O
23,28,἟,O
23,29,5,O
23,30,἟,O
23,31,7,O
23,32,἟,O
23,33,5,O
23,34,἟,O
23,35,7,O
23,36,ἳ4,O
24,0,Zakaria,O
24,1,proposes,O
24,2,',O
24,3,grand,O
24,4,bargain,O
24,5,',O
24,6,on,O
24,7,Puerto,B-LOCATION
24,8,Rico,I-LOCATION
24,9,',O
24,10,s,O
24,11,debt,O
24,12,news,O
24,13,latest,O
25,0,Back,O
25,1,to,O
25,2,the,O
25,3,flooded,O
25,4,home,O
25,5,after,O
25,6,hurricane,B-DISASTER
25,7,Harvey,I-DISASTER
25,8,left,O
25,9,photo,O
25,10,picture,O
25,11,-,O
25,12,PlanetaPic,O
26,0,FHWA,O
26,1,Gives,O
26,2,Florida,B-LOCATION
26,3,DOT,O
26,4,$,O
26,5,25,O
26,6,Million,O
26,7,for,O
26,8,Irma,B-DISASTER
26,9,Relief,O
27,0,Woman,O
27,1,gets,O
27,2,help,O
27,3,after,O
27,4,dealing,O
27,5,with,O
27,6,Irma,B-DISASTER
27,7,and,O
27,8,Matthew,O
28,0,Harvey,B-DISASTER
28,1,:,O
28,2,Fears,O
28,3,grow,O
28,4,over,O
28,5,severe,O
28,6,flooding,O
28,7,risk,O
28,8,myreadinglist,O
29,0,Hurricane,B-DISASTER
29,1,Harvey,I-DISASTER
29,2,dealt,O
29,3,Houston,B-LOCATION
29,4,catastrophic,O
29,5,flooding,O
29,6,",",O
29,7,and,O
29,8,it,O
29,9,is,O
29,10,not,O
29,11,over,O
29,12,yet,O
29,13,.,O
30,0,There,O
30,1,is,O
30,2,a,O
30,3,climate,O
30,4,change,O
30,5,fire,B-DISASTER
30,6,alarm,O
30,7,ringing,O
30,8,in,O
30,9,Northern,O
30,10,California,B-LOCATION
30,11,.,O
30,12,Act,O
30,13,On,O
30,14,Climate,O
31,0,Regulations,O
31,1,Eliminated,O
31,2,by,O
31,3,Trump,O
31,4,Are,O
31,5,Needed,O
31,6,Now,O
31,7,to,O
31,8,Rebuilt,O
31,9,After,O
31,10,Irma,B-DISASTER
32,0,The,O
32,1,Forgotten,O
32,2,Americans,O
32,3,:,O
32,4,Why,O
32,5,Did,O
32,6,U,O
32,7,.,O
32,8,S,O
32,9,.,O
32,10,Media,O
32,11,Ignore,O
32,12,U,O
32,13,.,O
32,14,S,O
32,15,.,O
32,16,Virgin,O
32,17,Islands,O
32,18,Devastated,O
32,19,by,O
32,20,Irma,B-DISASTER
32,21,?,O
33,0,IBEC,O
33,1,Emergency,O
33,2,Housing,O
33,3,WKH,O
33,4,Puerto,B-LOCATION
33,5,Rico,I-LOCATION
34,0,USAA,O
34,1,website,O
34,2,helps,O
34,3,Harvey,B-DISASTER
34,4,evacuees,O
34,5,see,O
34,6,property,O
34,7,before,O
34,8,and,O
34,9,after,O
34,10,the,O
34,11,storm,B-DISASTER
35,0,Hurricane,B-DISASTER
35,1,Maria,I-DISASTER
35,2,destroy,O
35,3,my,O
35,4,house,O
35,5,but,O
35,6,not,O
35,7,my,O
35,8,spirit,O
35,9,Puerto,B-LOCATION
35,10,Rico,I-LOCATION
35,11,Se,O
35,12,Levanta,O
36,0,New,O
36,1,earthquake,B-DISASTER
36,2,in,O
36,3,Mexico,O
36,4,:,O
36,5,State,O
36,6,of,O
36,7,emergency,O
36,8,has,O
36,9,happened,O
36,10,in,O
36,11,the,O
36,12,State,O
36,13,of,O
36,14,Oaxaca,O
37,0,worried,O
37,1,about,O
37,2,the,O
37,3,fake,O
37,4,press,O
37,5,?,O
37,6,!,O
37,7,F,O
37,8,that,O
37,9,worry,O
37,10,about,O
37,11,Puerto,B-LOCATION
37,12,Rico,I-LOCATION
37,13,the,O
37,14,reality,O
37,15,that,O
37,16,you,O
37,17,did,O
37,18,not,O
37,19,see,O
38,0,Hurricane,B-DISASTER
38,1,Maria,I-DISASTER
38,2,:,O
38,3,UK,O
38,4,pledges,O
38,5,Â,O
38,6,5m,O
38,7,to,O
38,8,Dominica,B-LOCATION
38,9,after,O
38,10,island,O
38,11,ravaged,O
38,12,byÂ,O
38,13,storm,B-DISASTER
39,0,Wildfires,O
39,1,hits,O
39,2,California,B-LOCATION
39,3,BRupdates,O
39,4,fire,B-DISASTER
39,5,injuries,O
40,0,Irma,B-DISASTER
40,1,update,O
40,2,:,O
40,3,Five,O
40,4,things,O
40,5,we,O
40,6,know,O
40,7,about,O
40,8,Lee,O
40,9,schools,B-INFRASTRUCTURE
40,10,today,O
41,0,Miami,O
41,1,Real,O
41,2,Estate,O
41,3,Mostly,O
41,4,Spared,O
41,5,From,O
41,6,Irma,B-DISASTER
41,7,‚,O
41,8,Äôs,O
41,9,Fury,O
41,10,",",O
41,11,Industry,O
41,12,Players,O
41,13,Say,O
41,14,:,O
41,15,CRE,O
42,0,Puerto,B-LOCATION
42,1,Rico,I-LOCATION
42,2,',O
42,3,s,O
42,4,Agriculture,O
42,5,and,O
42,6,Farmers,O
42,7,Decimated,O
42,8,by,O
42,9,Maria,B-DISASTER
43,0,Today,O
43,1,is,O
43,2,the,O
43,3,final,O
43,4,day,O
43,5,to,O
43,6,help,O
43,7,with,O
43,8,Hurricane,B-DISASTER
43,9,Harvey,I-DISASTER
43,10,relief,O
43,11,by,O
43,12,purchasing,O
43,13,indiemusic,O
44,0,Want,O
44,1,to,O
44,2,help,O
44,3,with,O
44,4,St,O
44,5,.,O
44,6,Croix,O
44,7,hurricane,O
44,8,relief,O
44,9,and,O
44,10,recovery,O
44,11,efforts,O
44,12,?,O
44,13,Donate,O
44,14,to,O
44,15,Hurricane,B-DISASTER
44,16,Maria,I-DISASTER
45,0,PHOTOS,O
45,1,:,O
45,2,New,O
45,3,album,O
45,4,"""",O
45,5,Texas,B-LOCATION
45,6,recovers,O
45,7,from,O
45,8,Harvey,B-DISASTER
45,9,"""",O
45,10,posted,O
45,11,on,O
45,12,our,O
45,13,Facebook,O
45,14,page,O
45,15,(,O
45,16,CNS,O
45,17,/,O
45,18,Bob,O
45,19,Roller,O
45,20,),O
46,0,10,O
46,1,:,O
46,2,30,O
46,3,Trump,O
46,4,Address,O
46,5,UNGA,O
46,6,!,O
46,7,Climate,O
46,8,Change,O
46,9,?,O
46,10,Harvey,B-DISASTER
46,11,Irma,B-DISASTER
46,12,Maria,B-DISASTER
46,13,?,O
46,14,My,O
46,15,Analysis,O
46,16,to,O
46,17,Follow,O
46,18,‚,O
46,19,Ä,O
46,20,¶,O
47,0,Irma,B-DISASTER
47,1,has,O
47,2,submerged,O
47,3,the,O
47,4,town,O
47,5,of,O
47,6,Caibarien,O
47,7,",",O
47,8,Cuba,O
47,9,under,O
47,10,several,O
47,11,feet,O
47,12,of,O
47,13,water,B-AID_RESOURCE
47,14,.,O
48,0,Texas,B-LOCATION
48,1,Edges,O
48,2,Closer,O
48,3,to,O
48,4,Recovery,O
48,5,after,O
48,6,Harvey,B-DISASTER
48,7,as,O
48,8,Key,O
48,9,Pipe,O
48,10,.,O
48,11,.,O
48,12,.,O
48,13,-,O
48,14,-,O
48,15,News,O
49,0,Our,O
49,1,crews,O
49,2,continue,O
49,3,restoring,O
49,4,power,O
49,5,for,O
49,6,storm-weary,O
49,7,Floridians,O
49,8,.,O
49,9,Irma,B-DISASTER
49,10,restoration,O
49,11,work,O
49,12,for,O
49,13,now,O
49,14,neighborho,O
49,15,.,O
49,16,.,O
49,17,.,O
50,0,Follow,O
50,1,live,O
50,2,updates,O
50,3,on,O
50,4,Harvey,B-DISASTER
50,5,and,O
50,6,its,O
50,7,aftermath,O
50,8,:,O
51,0,Hudson,O
51,1,Valley,O
51,2,families,O
51,3,with,O
51,4,ties,O
51,5,to,O
51,6,Florida,B-LOCATION
51,7,track,O
51,8,Irma,B-DISASTER
51,9,‚,O
51,10,Äôs,O
51,11,wrath,O
51,12,-,O
52,0,St,B-LOCATION
52,1,.,I-LOCATION
52,2,Thomas,I-LOCATION
52,3,was,O
52,4,also,O
52,5,hammered,O
52,6,.,O
52,7,This,O
52,8,is,O
52,9,Bluebeard,O
52,10,Resort,O
52,11,in,O
52,12,Limetree,O
52,13,.,O
52,14,stt,O
52,15,stthomas,O
52,16,hurricanemaria,O
53,0,Just,O
53,1,1,O
53,2,pic,O
53,3,of,O
53,4,the,O
53,5,damage,O
53,6,done,O
53,7,to,O
53,8,my,O
53,9,optometry,O
53,10,school,O
53,11,by,O
53,12,hurricane,B-DISASTER
53,13,Maria,I-DISASTER
53,14,in,O
53,15,.,O
53,16,.,O
53,17,.,O
53,18,.,O
54,0,The,O
54,1,crews,O
54,2,in,O
54,3,Florida,B-LOCATION
54,4,are,O
54,5,hard,O
54,6,at,O
54,7,work,O
54,8,.,O
54,9,irma,B-DISASTER
54,10,publicpower,O
55,0,Mutual,O
55,1,Finds,O
55,2,Not,O
55,3,Waiting,O
55,4,To,O
55,5,See,O
55,6,How,O
55,7,Puerto,B-LOCATION
55,8,Rico,I-LOCATION
55,9,',O
55,10,s,O
55,11,Story,O
55,12,Ends,O
56,0,Fire,B-DISASTER
56,1,Storm,B-DISASTER
56,2,California,B-LOCATION
56,3,â,O
56,4,"""",O
56,5,Geoterrorism,O
56,6,â,O
56,7,"""",O
56,8,No,O
56,9,Justice,O
56,10,â,O
56,11,Â,O
56,12,JUSTUS,O
56,13,!,O
56,14,!,O
56,15,!,O
57,0,Hurricane,B-DISASTER
57,1,Maria,I-DISASTER
57,2,Could,O
57,3,Threaten,O
57,4,North,O
57,5,Carolina,O
57,6,Later,O
57,7,This,O
57,8,Week,O
57,9,-,O
57,10,Bloomberg,O
58,0,The,O
58,1,',O
58,2,second,O
58,3,disaster,O
58,4,',O
58,5,facing,O
58,6,the,O
58,7,victims,O
58,8,of,O
58,9,Harvey,B-DISASTER
58,10,and,O
58,11,Irma,B-DISASTER
58,12,Climate,O
58,13,Change,O
58,14,tfb,O
58,15,f4f,O
59,0,On,O
59,1,the,O
59,2,road,O
59,3,to,O
59,4,our,O
59,5,live,O
59,6,shot,O
59,7,location,O
59,8,this,O
59,9,afternoon,O
59,10,:,O
59,11,Some,O
59,12,of,O
59,13,what,O
59,14,the,O
59,15,California,B-LOCATION
59,16,wildfires,O
59,17,left,O
59,18,behind,O
59,19,.,O
60,0,Harvey,B-DISASTER
60,1,2017,O
60,2,:,O
60,3,Homeless,O
60,4,shelter,B-AID_RESOURCE
60,5,up,O
60,6,",",O
60,7,running,O
60,8,after,O
60,9,storm,B-DISASTER
61,0,As,O
61,1,crews,O
61,2,gain,O
61,3,ground,O
61,4,",",O
61,5,California,B-LOCATION
61,6,fire,B-DISASTER
61,7,victims,O
61,8,return,O
61,9,home,O
62,0,Where,O
62,1,to,O
62,2,report,O
62,3,scammers,O
62,4,preying,O
62,5,on,O
62,6,Harvey,B-DISASTER
62,7,victims,O
63,0,California,B-LOCATION
63,1,Station,O
63,2,Plays,O
63,3,Witness,O
63,4,",",O
63,5,Info,O
63,6,Source,O
63,7,For,O
63,8,Wildfires,O
64,0,Whitefish,O
64,1,Energy,O
64,2,working,O
64,3,on,O
64,4,Puerto,B-LOCATION
64,5,Rico,I-LOCATION
64,6,power,O
64,7,grid,O
65,0,Deadly,O
65,1,California,B-LOCATION
65,2,wildfires,O
65,3,flare,O
65,4,up,O
65,5,and,O
65,6,swallow,O
65,7,more,O
65,8,homes,O
66,0,἟,O
66,1,5,O
66,2,἟,O
66,3,7,O
66,4,἟,O
66,5,5,O
66,6,἟,O
66,7,7,O
66,8,἟,O
66,9,5,O
66,10,἟,O
66,11,7,O
66,12,Hurricane,B-DISASTER
66,13,Maria,I-DISASTER
66,14,huracanmaria,O
66,15,hato,O
66,16,rey,O
67,0,For,O
67,1,first,O
67,2,time,O
67,3,in,O
67,4,300,O
67,5,years,O
67,6,",",O
67,7,not,O
67,8,a,O
67,9,single,O
67,10,person,O
67,11,left,O
67,12,on,O
67,13,Barbuda,O
67,14,:,O
67,15,US,O
67,16,envoy,O
67,17,on,O
67,18,horrific,O
67,19,Hurricane,B-DISASTER
67,20,Irma,I-DISASTER
67,21,impact,O
67,22,.,O
67,23,.,O
67,24,.,O
68,0,Fuck,O
68,1,hurricane,B-DISASTER
68,2,Maria,I-DISASTER
68,3,!,O
68,4,!,O
68,5,Ὁ4Ὁ4Ὁ4,O
69,0,Irma,B-DISASTER
69,1,minor,O
69,2,damage,O
69,3,at,O
69,4,',O
69,5,s,O
69,6,parking,O
69,7,lot,O
69,8,-,O
70,0,IRMA,B-DISASTER
70,1,Volusia,O
70,2,County,O
70,3,to,O
70,4,collect,O
70,5,debris,O
70,6,in,O
70,7,unincorporated,O
70,8,areas,O
71,0,Animal,O
71,1,survivals,O
71,2,inspire,O
71,3,hope,O
71,4,after,O
71,5,tragic,O
71,6,losses,O
71,7,after,O
71,8,California,B-LOCATION
71,9,wildfire,B-DISASTER
72,0,Marijuana,O
72,1,Crop,O
72,2,Is,O
72,3,Burning,O
72,4,in,O
72,5,the,O
72,6,California,B-LOCATION
72,7,Wildfires,O
73,0,Federal,O
73,1,loans,O
73,2,approved,O
73,3,to,O
73,4,help,O
73,5,cities,O
73,6,in,O
73,7,Hurricane,B-DISASTER
73,8,Harvey,I-DISASTER
73,9,',O
73,10,s,O
73,11,wake,O
73,12,-,O
73,13,Independent,O
73,14,.,O
73,15,ie,O
74,0,PHOTOS,O
74,1,:,O
74,2,21,O
74,3,powerful,O
74,4,images,O
74,5,of,O
74,6,Hurricane,B-DISASTER
74,7,Harvey,I-DISASTER
74,8,',O
74,9,s,O
74,10,impact,O
74,11,:,O
74,12,Texas,B-LOCATION
74,13,Houston,B-LOCATION
75,0,After,O
75,1,huge,O
75,2,earthquake,B-DISASTER
75,3,at,O
75,4,west,O
75,5,of,O
75,6,iran,O
75,7,.,O
75,8,City,O
75,9,and,O
75,10,many,O
75,11,villages,O
75,12,have,O
75,13,collapsed,O
75,14,.,O
76,0,JUST,O
76,1,IN,O
76,2,:,O
76,3,Another,O
76,4,large,O
76,5,explosion,O
76,6,and,O
76,7,fire,B-DISASTER
76,8,at,O
76,9,flooded,O
76,10,chemical,O
76,11,plant,O
76,12,in,O
76,13,Crosby,O
76,14,",",O
76,15,Texas,B-LOCATION
76,16,.,O
76,17,Harvey,B-DISASTER
77,0,Georgia,O
77,1,Uses,O
77,2,Crowdsourced,O
77,3,Damage,O
77,4,Reporting,O
77,5,Site,O
77,6,During,O
77,7,Irma,B-DISASTER
78,0,In,O
78,1,Boca,O
78,2,",",O
78,3,Hurricane,B-DISASTER
78,4,Irma,I-DISASTER
78,5,rips,O
78,6,up,O
78,7,trees,O
78,8,",",O
78,9,leaves,O
78,10,many,O
78,11,in,O
78,12,the,O
78,13,dark,O
79,0,Wiretap,O
79,1,Wet,O
79,2,winter,O
79,3,and,O
79,4,record-breaking,O
79,5,summer,O
79,6,heat,O
79,7,combine,O
79,8,to,O
79,9,leave,O
79,10,California,B-LOCATION
79,11,in,O
79,12,flames,O
79,13,:,O
80,0,Please,O
80,1,donate,O
80,2,to,O
80,3,my,O
80,4,country,O
80,5,Dominica,B-LOCATION
80,6,affected,O
80,7,by,O
80,8,hurricane,B-DISASTER
80,9,Maria,I-DISASTER
80,10,any,O
80,11,amount,O
80,12,would,O
80,13,be,O
80,14,grateful,O
81,0,Eye,O
81,1,Opener,O
81,2,:,O
81,3,Massive,O
81,4,wildfires,O
81,5,devastate,O
81,6,California,B-LOCATION
82,0,Trump,O
82,1,visits,O
82,2,Puerto,B-LOCATION
82,3,Rico,I-LOCATION
82,4,",",O
82,5,claims,O
82,6,recovery,O
82,7,is,O
82,8,going,O
82,9,extremely,O
82,10,well,O
82,11,.,O
82,12,(,O
82,13,cc,O
82,14,:,O
82,15,),O
83,0,inhabitat,O
83,1,Hurricane,B-DISASTER
83,2,Maria,I-DISASTER
83,3,ravaged,O
83,4,the,O
83,5,only,O
83,6,tropical,O
83,7,rainforest,O
83,8,in,O
83,9,the,O
83,10,United,O
83,11,States,O
84,0,Irma,B-DISASTER
84,1,may,O
84,2,have,O
84,3,slowed,O
84,4,us,O
84,5,down,O
84,6,last,O
84,7,week,O
84,8,but,O
84,9,is,O
84,10,up,O
84,11,and,O
84,12,running,O
84,13,strong,O
84,14,!,O
84,15,Sley,O
84,16,The,O
84,17,Grey,O
85,0,Well,O
85,1,users,O
85,2,urged,O
85,3,to,O
85,4,boil,O
85,5,water,B-AID_RESOURCE
85,6,in,O
85,7,the,O
85,8,aftermath,O
85,9,of,O
85,10,Irma,B-DISASTER
85,11,flooding,O
86,0,Barry,O
86,1,Bonds,O
86,2,among,O
86,3,pro,O
86,4,athletes,O
86,5,who,O
86,6,fled,O
86,7,golf,O
86,8,club,O
86,9,ahead,O
86,10,of,O
86,11,California,B-LOCATION
86,12,wildfires,O
87,0,Lee,O
87,1,communities,O
87,2,still,O
87,3,reeling,O
87,4,from,O
87,5,Irma,B-DISASTER
87,6,.,O
88,0,My,O
88,1,house,O
88,2,after,O
88,3,Harvey,B-DISASTER
88,4,.,O
88,5,Lol,O
88,6,.,O
88,7,You,O
88,8,never,O
88,9,know,O
88,10,.,O
88,11,.,O
88,12,.,O
88,13,.,O
89,0,BEARFIRE,O
89,1,Fire,B-DISASTER
89,2,in,O
89,3,Santa,O
89,4,Cruz,O
89,5,mountains,O
89,6,forces,O
89,7,evacuations,O
89,8,near,O
89,9,Bear,O
89,10,Crk,O
89,11,Canyon,O
89,12,Rd,O
89,13,.,O
89,14,via,O
90,0,The,O
90,1,effects,O
90,2,of,O
90,3,Harvey,B-DISASTER
90,4,.,O
90,5,.,O
90,6,.,O
91,0,TAMU-CC,O
91,1,(,O
91,2,),O
91,3,drone,O
91,4,team,O
91,5,helps,O
91,6,with,O
91,7,Hurricane,B-DISASTER
91,8,Harvey,I-DISASTER
91,9,recovery,O
91,10,efforts,O
92,0,Con,O
92,1,Artists,O
92,2,Will,O
92,3,Take,O
92,4,Your,O
92,5,Harvey,B-DISASTER
92,6,Donation,O
92,7,Money,O
93,0,Images,O
93,1,From,O
93,2,Irma,B-DISASTER
93,3,As,O
93,4,It,O
93,5,Storms,O
93,6,Through,O
93,7,Florida,B-LOCATION
93,8,&,O
93,9,amp,O
93,10,;,O
93,11,the,O
93,12,Caribbean,O
94,0,Editorial,O
94,1,:,O
94,2,State,O
94,3,leaders,O
94,4,have,O
94,5,plenty,O
94,6,of,O
94,7,work,O
94,8,to,O
94,9,do,O
94,10,after,O
94,11,Irma,B-DISASTER
95,0,Puerto,B-LOCATION
95,1,Rico,I-LOCATION
95,2,hit,O
95,3,by,O
95,4,new,O
95,5,power,O
95,6,outage,O
95,7,after,O
95,8,line,O
95,9,repaired,O
95,10,by,O
95,11,Whitefish,O
95,12,fails,O
95,13,:,O
95,14,report,O
96,0,Hurricane,B-DISASTER
96,1,Irma,I-DISASTER
96,2,Alva,O
96,3,",",O
96,4,Fl,O
96,5,.,O
96,6,What,O
96,7,once,O
96,8,was,O
96,9,.,O
96,10,.,O
96,11,.,O
96,12,we,O
96,13,are,O
96,14,feeling,O
96,15,overwhelmed,O
96,16,.,O
97,0,Park,O
97,1,staff,O
97,2,are,O
97,3,supporting,O
97,4,Florida,B-LOCATION
97,5,",",O
97,6,Caribbean,O
97,7,",",O
97,8,Atlantic,O
97,9,coast,O
97,10,parks,O
97,11,",",O
97,12,assist,O
97,13,with,O
97,14,efforts,O
97,15,in,O
97,16,wake,O
97,17,of,O
97,18,Hurricane,B-DISASTER
97,19,Irma,I-DISASTER
97,20,.,O
97,21,‚,O
97,22,Ä,O
97,23,¶,O
98,0,Powerful,O
98,1,Hurricane,B-DISASTER
98,2,Maria,I-DISASTER
98,3,follows,O
98,4,deadly,O
98,5,storms,O
98,6,Harvey,B-DISASTER
98,7,and,O
98,8,Irma,B-DISASTER
98,9,-,O
99,0,PHOTOS,O
99,1,:,O
99,2,National,B-ORG
99,3,Guard,I-ORG
99,4,members,O
99,5,respond,O
99,6,to,O
99,7,Hurricane,B-DISASTER
99,8,Maria,I-DISASTER
99,9,:,O
100,0,California,B-LOCATION
100,1,can,O
100,2,not,O
100,3,catch,O
100,4,a,O
100,5,break,O
100,6,.,O
100,7,Wildfire,B-DISASTER
100,8,weather,O
100,9,is,O
100,10,returning,O
100,11,this,O
100,12,weekend,O
101,0,Seawalls,O
101,1,across,O
101,2,SWFL,O
101,3,crumbling,O
101,4,in,O
101,5,wake,O
101,6,of,O
101,7,Irma,B-DISASTER
102,0,Sheriff,O
102,1,tweets,O
102,2,that,O
102,3,anyone,O
102,4,with,O
102,5,a,O
102,6,warrant,O
102,7,seeking,O
102,8,shelter,B-AID_RESOURCE
102,9,from,O
102,10,Hurricane,B-DISASTER
102,11,Irma,I-DISASTER
102,12,will,O
102,13,be,O
102,14,jailed,O
103,0,Aftermath,O
103,1,of,O
103,2,a,O
103,3,Cat,O
103,4,5,O
103,5,hurricane,O
103,6,(,O
103,7,I,O
